,Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
196610,2012-10-04 08:49:00,ASSAULT,BATTERY,Thursday,NORTHERN,NONE,0 Block of GROVE ST,-122.417448582701,37.7786438096934
563389,2007-05-30 23:50:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE,6TH AV / CALIFORNIA ST,-122.464573216038,37.7849920190786
623349,2006-07-12 08:21:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,INGLESIDE,"ARREST, CITED",CONGDON ST / MAYNARD ST,-122.42602416474199,37.7293956859277
780335,2004-04-26 11:50:00,LARCENY/THEFT,PETTY THEFT AUTO STRIP,Monday,BAYVIEW,"ARREST, BOOKED",22ND ST / ILLINOIS ST,-122.387316279476,37.7580021664629
336071,2010-09-21 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,INGLESIDE,NONE,100 Block of ROANOKE ST,-122.430566820012,37.7357849184403
710455,2005-04-20 20:20:00,WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.405395493939,37.7835100715421
189270,2012-11-03 18:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,PARK,NONE,400 Block of BURNETT AV,-122.444230812109,37.7536245141024
53484,2014-08-24 20:00:00,MISSING PERSON,FOUND PERSON,Sunday,INGLESIDE,NONE,400 Block of EXCELSIOR AV,-122.430009348163,37.724577666718105
636864,2006-05-02 21:00:00,ASSAULT,BATTERY,Tuesday,SOUTHERN,NONE,GRANT AV / MARKET ST,-122.404587539604,37.78673168085329
271929,2011-09-06 08:18:00,TRESPASS,TRESPASSING,Tuesday,CENTRAL,NONE,600 Block of GEARY ST,-122.413988841812,37.7865685406761
19303,2015-02-07 16:29:00,OTHER OFFENSES,RESISTING ARREST,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of TURK ST,-122.413237516676,37.78284302332129
78312,2014-04-30 16:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,MISSION,NONE,3300 Block of 23RD ST,-122.420253564524,37.7536816295495
538612,2007-10-05 10:30:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
750468,2004-09-16 03:08:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,BAYVIEW,NONE,3RD ST / INNES AV,-122.38903332748801,37.7395346503421
740394,2004-11-08 18:15:00,NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE,4700 Block of MISSION ST,-122.43632716719101,37.7227645025561
617279,2006-08-10 16:36:00,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,PARK,"ARREST, CITED",FELL ST / MASONIC AV,-122.445904271169,37.772995372717396
346389,2010-07-27 20:45:00,MISSING PERSON,MISSING ADULT,Tuesday,MISSION,NONE,16TH ST / TREAT AV,-122.413107622693,37.765448018026596
3201,2015-04-28 18:47:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,NONE,1500 Block of 27TH AV,-122.485301659808,37.7585067963556
569648,2007-04-22 22:43:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,NORTHERN,"ARREST, BOOKED",600 Block of PAGE ST,-122.43145948478998,37.7728780258123
24382,2015-01-19 17:00:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,BAYVIEW,NONE,600 Block of GIRARD ST,-122.403414340833,37.7243466933616
662032,2005-12-26 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,SOUTHERN,NONE,HOWARD ST / 5TH ST,-122.404934413346,37.7814987212989
768867,2004-06-13 13:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,TARAVAL,NONE,500 Block of JOHN MUIR DR,-122.49206801733999,37.714361549875605
535489,2007-10-20 09:54:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,BAYVIEW,"ARREST, BOOKED",1300 Block of FITZGERALD AV,-122.39408312508002,37.722619327013604
117106,2013-10-17 20:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,SOUTHERN,NONE,MISSION ST / 5TH ST,-122.406481972743,37.782731788488704
280947,2011-07-14 18:32:00,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE",Thursday,PARK,"ARREST, BOOKED",300 Block of GLENVIEW DR,-122.444935228433,37.74819259880579
655491,2006-01-25 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,2100 Block of LARKIN ST,-122.42047922188,37.7975714507188
67679,2014-06-24 20:45:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
452524,2008-12-27 01:56:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,SOUTHERN,UNFOUNDED,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
820320,2003-10-05 16:20:00,FRAUD,FALSE ID TO PEACE OFFICER,Sunday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207004
69398,2014-06-13 12:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,PARK,NONE,LAGUNAHONDA BL / DEWEY BL,-122.45917240497101,37.7472866827895
382432,2010-01-12 08:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,CENTRAL,NONE,800 Block of JACKSON ST,-122.409198681465,37.7956489966113
71508,2014-05-31 16:00:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Saturday,RICHMOND,NONE,600 Block of ARGUELLO BL,-122.45861566484899,37.7786738326671
83926,2014-04-02 20:25:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE,PACIFIC AV / FRONT ST,-122.39968941269301,37.7978065238036
541906,2007-09-19 23:09:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TARAVAL,"ARREST, BOOKED",BROAD ST / CAPITOL AV,-122.45902362242902,37.7131719025215
759724,2004-08-03 01:29:00,WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Tuesday,PARK,NONE,0 Block of PIERCE ST,-122.433383131974,37.7702879508133
471119,2008-09-21 15:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,HOWARD ST / STEUART ST,-122.39164888421999,37.7920052450737
186375,2012-11-17 18:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,NONE,1100 Block of GOUGH ST,-122.4245611166,37.7843677003184
579619,2007-03-05 15:49:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,INGLESIDE,"ARREST, BOOKED",5100 Block of MISSION ST,-122.44122767344601,37.71607818129179
306816,2011-02-23 09:14:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,TENDERLOIN,"ARREST, BOOKED",100 Block of LEAVENWORTH ST,-122.413893155951,37.782346520672995
447670,2009-01-22 22:00:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Thursday,NORTHERN,NONE,POLK ST / TURK ST,-122.418996371999,37.7821689138292
256084,2011-11-30 14:00:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Wednesday,NORTHERN,NONE,2000 Block of FILLMORE ST,-122.433813580387,37.7884287785616
228862,2012-04-20 07:45:00,MISSING PERSON,FOUND PERSON,Friday,MISSION,LOCATED,3200 Block of 26TH ST,-122.415142222785,37.7491658872937
817409,2003-10-19 14:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.4208910342,37.7120920675614
635838,2006-05-05 22:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,SOUTHERN,"ARREST, CITED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
677530,2005-10-06 00:52:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,NORTHERN,"ARREST, CITED",VANNESS AV / CALIFORNIA ST,-122.422330464205,37.7903690688591
199810,2012-09-19 17:30:00,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
70614,2014-06-10 00:32:00,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,INGLESIDE,LOCATED,100 Block of PERSIA AV,-122.43476428669202,37.7226161363136
348451,2010-07-15 03:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE,300 Block of LONDON ST,-122.434572948036,37.723496865012606
305583,2011-02-26 19:20:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,MISSION ST / 8TH ST,-122.41316085097,37.7774566611807
771913,2004-05-29 23:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,NORTHERN,NONE,600 Block of EDDY ST,-122.418360181974,37.783149897821104
671550,2005-11-03 09:00:00,ASSAULT,THREATS AGAINST LIFE,Thursday,BAYVIEW,NONE,1300 Block of UNDERWOOD AV,-122.38723403675199,37.7271017664689
669448,2005-11-15 14:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, CITED",MCCOPPIN ST / VALENCIA ST,-122.42252632892999,37.7715962069149
764145,2004-07-08 23:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,BAYVIEW,NONE,100 Block of CHARTER OAK AV,-122.40465924704901,37.736297558431296
780456,2004-04-26 06:00:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE,WALLER ST / LAGUNA ST,-122.425324125163,37.7717950200141
761554,2004-07-22 16:36:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,INGLESIDE,"ARREST, CITED",MISSION ST / RUSSIA AV,-122.437150548356,37.721573996543704
230419,2012-04-16 02:42:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,CENTRAL,"ARREST, CITED",1100 Block of STOCKTON ST,-122.40841209731701,37.7962635594474
684944,2005-08-27 01:55:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,INGLESIDE,NONE,900 Block of DUNCAN ST,-122.442121980554,37.745078533195795
778896,2004-04-29 18:33:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
711603,2005-04-10 20:20:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,INGLESIDE,"ARREST, CITED",MISSION ST / SILVER AV,-122.43129500293699,37.728729793862904
1215,2015-05-03 18:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE,800 Block of BRANNAN ST,-122.404385042303,37.7721958190345
79538,2014-04-20 11:53:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Sunday,MISSION,"ARREST, CITED",0 Block of FORD ST,-122.431766025715,37.761942238109896
656997,2006-01-14 23:20:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED",MANSELL ST / GIRARD ST,-122.402059610434,37.7212777870587
288272,2011-06-03 09:30:00,OTHER OFFENSES,PROBATION VIOLATION,Friday,BAYVIEW,NOT PROSECUTED,0 Block of REUEL CT,-122.382919646324,37.7364122533313
461442,2008-11-11 15:07:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Tuesday,MISSION,"ARREST, BOOKED",OSAGE ST / 24TH ST,-122.419018144895,37.7522051632838
830117,2003-08-22 12:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,RICHMOND,NONE,100 Block of FUNSTON AV,-122.47204825520299,37.7853902153809
571609,2007-04-17 19:15:00,ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE,1700 Block of OAKDALE AV,-122.39313102239201,37.7362497231109
432214,2009-04-14 02:09:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,NORTHERN,"ARREST, BOOKED",2300 Block of CHESTNUT ST,-122.44201678559999,37.80002781544521
69004,2014-06-14 12:15:00,ASSAULT,BATTERY,Saturday,BAYVIEW,"ARREST, BOOKED",0 Block of DAKOTA ST,-122.395635436168,37.7535645746594
317771,2010-12-27 20:00:00,ASSAULT,THREATS AGAINST LIFE,Monday,INGLESIDE,NONE,0 Block of PUEBLO ST,-122.417075711987,37.708798307862104
117094,2013-10-17 21:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,MISSION,NONE,DIAMOND ST / 19TH ST,-122.43704066689101,37.7591567280326
249500,2012-01-01 02:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,CENTRAL,NONE,300 Block of POWELL ST,-122.40838427554199,37.7878271137225
703924,2005-05-21 00:01:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TARAVAL,NONE,38TH AV / RIVERA ST,-122.49630962043999,37.7458777622819
634728,2006-05-16 01:52:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
360990,2010-05-07 13:30:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,SOUTHERN,EXCEPTIONAL CLEARANCE,200 Block of KING ST,-122.392773013909,37.7770867759344
255009,2011-12-03 07:30:00,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,GRANT AV / PINE ST,-122.405744762009,37.791498082842494
442899,2009-02-19 01:30:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Thursday,MISSION,NONE,23RD ST / CHATTANOOGA ST,-122.426479372754,37.7533607535199
145767,2013-06-11 09:11:00,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Tuesday,MISSION,NONE,19TH ST / MISSION ST,-122.41920824950701,37.7602340753605
280623,2011-07-15 18:44:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
74450,2014-05-17 08:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,LARKIN ST / MCALLISTER ST,-122.41694856587601,37.780468926847895
29078,2014-12-24 18:16:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,PARK,NONE,800 Block of HAIGHT ST,-122.43623625469802,37.7714256624517
468858,2008-10-04 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,MISSION,NONE,400 Block of DOUGLASS ST,-122.43883797276301,37.7562662400666
792309,2004-03-01 13:45:00,OTHER OFFENSES,PROBATION VIOLATION,Monday,SOUTHERN,"ARREST, BOOKED",400 Block of MINNA ST,-122.406394499162,37.782007841018896
867493,2003-02-20 22:45:00,ASSAULT,BATTERY,Thursday,BAYVIEW,NONE,SILVER AV / WATERVILLE ST,-122.40266685518999,37.7341922762946
71577,2014-05-31 12:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,CENTRAL,NONE,400 Block of SUTTER ST,-122.40780266837601,37.7893818905021
466113,2008-10-17 10:25:00,ASSAULT,BATTERY,Friday,NORTHERN,NONE,700 Block of VANNESS AV,-122.420576428438,37.782453353282
475710,2008-09-02 18:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Tuesday,RICHMOND,NONE,200 Block of 2ND AV,-122.46013302987801,37.78405653065271
67840,2014-06-24 13:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,PARK,NONE,GOLDEN GATE AV / CENTRAL AV,-122.445156824183,37.777886258456995
471844,2008-09-19 18:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,CENTRAL,NONE,BUSH ST / KEARNY ST,-122.404033177237,37.7907593489246
752673,2004-09-03 13:30:00,RUNAWAY,RUNAWAY,Friday,PARK,LOCATED,1200 Block of PAGE ST,-122.44139370111401,37.771727314177106
558915,2007-06-25 20:10:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096502,37.78486569395261
866600,2003-02-23 00:35:00,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED",DAKOTA ST / 25TH ST,-122.39458860110399,37.752427376733706
831811,2003-08-18 14:00:00,NON-CRIMINAL,MISPLACED VEHICLE,Monday,RICHMOND,NONE,CLEMENT ST / 21ST AV,-122.480590085766,37.7822105845761
439867,2009-03-05 17:29:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,INGLESIDE,"ARREST, CITED",RICHLAND AV / MISSION ST,-122.42446746767,37.7360604757326
246104,2012-01-24 00:01:00,OTHER OFFENSES,PROBATION VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
701963,2005-06-01 18:44:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Wednesday,TARAVAL,PROSECUTED BY OUTSIDE AGENCY,3900 Block of ALEMANY BL,-122.468105304613,37.71096391463939
243652,2012-02-06 05:41:00,TRESPASS,LODGING WITHOUT PERMISSION,Monday,TENDERLOIN,"ARREST, CITED",0 Block of MASON ST,-122.409129633669,37.7838066631424
737953,2004-11-22 11:43:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN,"ARREST, BOOKED",400 Block of JONES ST,-122.412993783039,37.78556296952871
830539,2003-08-21 14:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,PARK,NONE,1400 Block of HAIGHT ST,-122.446165617978,37.7701611813393
487890,2008-06-28 17:23:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
682601,2005-09-09 13:37:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
617373,2006-08-10 11:48:00,DRUG/NARCOTIC,VISITING WHERE DRUGS ARE USED OR SMOKED,Thursday,MISSION,NONE,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
877592,2003-01-07 07:05:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,MISSION,"ARREST, BOOKED",0 Block of WIESE ST,-122.420629159814,37.7658091937535
275592,2011-08-12 23:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TENDERLOIN,NONE,400 Block of JONES ST,-122.412758759499,37.7850960963726
485183,2008-07-12 09:30:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,NORTHERN,NONE,1200 Block of VANNESS AV,-122.421441956086,37.78685164710871
154749,2013-04-29 12:00:00,ASSAULT,THREATS AGAINST LIFE,Monday,PARK,NONE,400 Block of DIVISADERO ST,-122.437403051402,37.7736208939289
153655,2013-05-01 22:39:00,NON-CRIMINAL,FOUND PROPERTY,Wednesday,NORTHERN,NONE,EDDY ST / VANNESS AV,-122.420818330445,37.782894645091204
746466,2004-10-03 11:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Sunday,CENTRAL,UNFOUNDED,100 Block of VALPARAISO ST,-122.415468997265,37.8011418777972
582825,2007-02-10 13:22:00,WARRANTS,WARRANT ARREST,Saturday,MISSION,"ARREST, BOOKED",2100 Block of MISSION ST,-122.41952899882601,37.762877666705606
271195,2011-09-08 12:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,SOUTHERN,NONE,1300 Block of MISSION ST,-122.415757039196,37.7754692820041
862996,2003-03-17 19:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,PARK,NONE,0 Block of PARKRIDGE DR,-122.44577373442101,37.7521256129151
391348,2009-11-11 22:20:00,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,TENDERLOIN,"ARREST, BOOKED",600 Block of ELLIS ST,-122.416916142188,37.78439444920679
476804,2008-08-24 03:30:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,RICHMOND,NONE,FULTON ST / 25TH AV,-122.484194946272,37.7725658462015
553163,2007-07-25 00:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,NORTHERN,NONE,FILLMORE ST / FILBERT ST,-122.435679786498,37.7980205895825
639310,2006-04-19 16:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,CENTRAL,NOT PROSECUTED,400 Block of SUTTER ST,-122.40780266837601,37.7893818905021
870056,2003-02-07 20:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,MCALLISTER ST / GOUGH ST,-122.42354523204901,37.7796720055251
663378,2005-12-15 16:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,SOUTHERN,NOT PROSECUTED,100 Block of SPEAR ST,-122.393228290724,37.7919510439646
326438,2010-11-05 17:20:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Friday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.405294845215,37.7863072236365
301495,2011-03-24 07:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,INGLESIDE,NONE,100 Block of BLYTHDALE AV,-122.420529801066,37.7110023300609
371537,2010-03-10 23:38:00,OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,TENDERLOIN,"ARREST, BOOKED",200 Block of MASON ST,-122.409523740653,37.7857602954934
873765,2003-01-23 13:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,BAYVIEW,NONE,2700 Block of SAN BRUNO AV,-122.403408669191,37.727005319629995
541540,2007-09-20 22:15:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,NORTHERN,NONE,FELL ST / FILLMORE ST,-122.431014432295,37.7749021098117
760542,2004-07-24 23:35:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,BAYVIEW,"ARREST, BOOKED",300 Block of BAY SHORE BL,-122.406825183678,37.741054981526
122933,2013-09-20 23:35:00,BRIBERY,"DISSUADING WITNESS, VICTIM",Friday,BAYVIEW,"ARREST, BOOKED",200 Block of TOCOLOMA AV,-122.397883979349,37.7124454841939
116163,2013-10-19 22:15:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
479561,2008-08-10 00:01:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,TARAVAL,NONE,1700 Block of 39TH AV,-122.497896290625,37.7542091772086
344190,2010-08-09 20:50:00,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of LAPHAM WY,-122.429648703424,37.7102701901731
745661,2004-10-12 15:06:00,WARRANTS,ENROUTE TO PAROLE OFFICER,Tuesday,NORTHERN,NONE,POST ST / FILLMORE ST,-122.43308416680901,37.785149916131395
735881,2004-11-28 08:00:00,ASSAULT,THREATENING PHONE CALL(S),Sunday,CENTRAL,NONE,1200 Block of WASHINGTON ST,-122.413856144893,37.7942674004219
281426,2011-07-13 14:38:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,SOUTHERN,PSYCHOPATHIC CASE,900 Block of HOWARD ST,-122.40650848700301,37.7803313209065
848205,2003-05-27 15:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,CENTRAL,NONE,VAN NESS AV / UNION ST,-122.42398590015101,37.7985525789903
319908,2010-12-15 08:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
502830,2008-04-15 11:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,TARAVAL,NONE,42ND AV / PACHECO ST,-122.500857341425,37.7494238959924
265465,2011-10-07 20:00:00,VEHICLE THEFT,STOLEN TRUCK,Friday,INGLESIDE,NONE,300 Block of ARGONAUT AV,-122.41519014228099,37.70977899356871
313239,2011-01-15 15:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,NORTHERN,NONE,2000 Block of UNION ST,-122.43305222388399,37.7974547210515
727501,2005-01-24 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE,MOUNT VERNON AV / MISSION ST,-122.442565263572,37.7146613907874
477164,2008-08-23 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE,700 Block of NATOMA ST,-122.412904380868,37.775998180531204
529290,2007-11-18 20:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Sunday,MISSION,"ARREST, BOOKED",800 Block of VALENCIA ST,-122.421380986073,37.7589148884581
125028,2013-09-16 12:18:00,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Monday,MISSION,"ARREST, BOOKED",0 Block of DEARBORN ST,-122.422958425571,37.76272932013021
556567,2007-07-09 11:53:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,INGLESIDE,NONE,1000 Block of BOSWORTH ST,-122.438808662559,37.7343842612378
163915,2013-03-10 12:57:00,WARRANTS,WARRANT ARREST,Sunday,PARK,"ARREST, BOOKED",HAIGHT ST / ASHBURY ST,-122.446933310975,37.77000619883579
749428,2004-09-18 16:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,CENTRAL,NONE,200 Block of SUTTER ST,-122.40482801879,37.789759693834206
40721,2014-10-29 02:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Wednesday,INGLESIDE,NONE,0 Block of BENNINGTON ST,-122.417629019575,37.7398691512593
329827,2010-10-21 07:00:00,MISSING PERSON,FOUND PERSON,Thursday,BAYVIEW,LOCATED,2400 Block of SAN BRUNO AV,-122.404952461327,37.7307376243582
470907,2008-09-29 08:29:00,TRESPASS,TRESPASSING,Monday,SOUTHERN,"ARREST, BOOKED",500 Block of 2ND ST,-122.393358267527,37.78294810953321
333235,2010-10-05 12:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
633519,2006-05-19 10:30:00,MISSING PERSON,MISSING JUVENILE,Friday,TARAVAL,LOCATED,1300 Block of 12TH AV,-122.469386563713,37.762950211272795
587725,2007-01-13 23:02:00,WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.40973877190599,37.770348203545396
783346,2004-04-12 10:20:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Monday,MISSION,"ARREST, BOOKED",4000 Block of 18TH ST,-122.433353754785,37.761042798127704
